Time,A,B,C,T1,A1,B1,C1,D1
2820,11.8643127,1.528877815,7.795508737,23.5,118.643127,15.28877815,77.95508737,235
2830,11.8643127,1.528877815,7.795508737,23.58333333,118.643127,15.28877815,77.95508737,235.8333333
2840,11.8643127,1.528877815,7.795508737,23.66666667,118.643127,15.28877815,77.95508737,236.6666667
2850,21.1467648,2.885444454,9.99071232,23.75,211.467648,28.85444454,99.9071232,237.5
2860,21.1467648,2.885444454,9.99071232,23.83333333,211.467648,28.85444454,99.9071232,238.3333333
2870,21.1467648,2.885444454,9.99071232,23.91666667,211.467648,28.85444454,99.9071232,239.1666667
2880,8.965161802,2.216168588,6.682425491,24,89.65161802,22.16168588,66.82425491,240
2890,8.965161802,2.216168588,6.682425491,24.08333333,89.65161802,22.16168588,66.82425491,240.8333333
2900,8.965161802,2.216168588,6.682425491,24.16666667,89.65161802,22.16168588,66.82425491,241.6666667
2910,18.63244522,2.620623051,7.31645826,24.25,186.3244522,26.20623051,73.1645826,242.5
2920,18.63244522,2.620623051,7.31645826,24.33333333,186.3244522,26.20623051,73.1645826,243.3333333
2930,18.63244522,2.620623051,7.31645826,24.41666667,186.3244522,26.20623051,73.1645826,244.1666667
2940,8.72099042,2.643475691,6.368860861,24.5,87.2099042,26.43475691,63.68860861,245
2950,8.72099042,2.643475691,6.368860861,24.58333333,87.2099042,26.43475691,63.68860861,245.8333333
2960,8.72099042,2.643475691,6.368860861,24.66666667,87.2099042,26.43475691,63.68860861,246.6666667
2970,8.597386467,2.096314082,3.239368497,24.75,85.97386467,20.96314082,32.39368497,247.5
2980,8.597386467,2.096314082,3.239368497,24.83333333,85.97386467,20.96314082,32.39368497,248.3333333
2990,8.597386467,2.096314082,3.239368497,24.91666667,85.97386467,20.96314082,32.39368497,249.1666667
3000,11.80851362,2.237354992,4.557644393,25,118.0851362,22.37354992,45.57644393,250
3010,16.80851362,2.237354992,4.557644393,25.08333333,168.0851362,22.37354992,45.57644393,250.8333333
3020,16.80851362,2.237354992,4.557644393,25.16666667,168.0851362,22.37354992,45.57644393,251.6666667
3030,10.68956882,1.429492866,6.699655317,25.25,106.8956882,14.29492866,66.99655317,252.5
3040,10.68956882,1.429492866,6.699655317,25.33333333,106.8956882,14.29492866,66.99655317,253.3333333
3050,10.68956882,1.429492866,6.699655317,25.41666667,106.8956882,14.29492866,66.99655317,254.1666667
3060,18.63774366,2.488182791,9.431970527,25.5,186.3774366,24.88182791,94.31970527,255
3070,18.63774366,2.488182791,9.431970527,25.58333333,186.3774366,24.88182791,94.31970527,255.8333333
3080,18.63774366,2.488182791,6.938717861,25.66666667,186.3774366,24.88182791,69.38717861,256.6666667
3090,16.50324401,3.407982627,4.503099848,25.75,165.0324401,34.07982627,45.03099848,257.5
3100,16.50324401,3.407982627,4.503099848,25.83333333,165.0324401,34.07982627,45.03099848,258.3333333
3110,16.50324401,3.407982627,4.503099848,25.91666667,165.0324401,34.07982627,45.03099848,259.1666667
3120,17.42359508,3.690749227,7.95735496,26,174.2359508,36.90749227,79.5735496,260
3130,17.42359508,3.690749227,7.95735496,26.08333333,174.2359508,36.90749227,79.5735496,260.8333333
3140,17.42359508,3.690749227,7.95735496,26.16666667,174.2359508,36.90749227,79.5735496,261.6666667
3150,13.91998423,3.052984296,5.628974899,26.25,139.1998423,30.52984296,56.28974899,262.5
3160,13.91998423,3.052984296,5.628974899,26.33333333,139.1998423,30.52984296,56.28974899,263.3333333
3170,13.91998423,3.052984296,5.628974899,26.41666667,139.1998423,30.52984296,56.28974899,264.1666667
3180,18.18994305,3.589400828,8.182277227,26.5,181.8994305,35.89400828,81.82277227,265
3190,18.18994305,3.589400828,8.182277227,26.58333333,181.8994305,35.89400828,81.82277227,265.8333333
3200,18.18994305,3.589400828,8.182277227,26.66666667,181.8994305,35.89400828,81.82277227,266.6666667
3210,21.16782569,3.203005275,8.053042346,26.75,211.6782569,32.03005275,80.53042346,267.5
3220,21.16782569,3.203005275,8.053042346,26.83333333,211.6782569,32.03005275,80.53042346,268.3333333
3230,21.16782569,3.203005275,8.053042346,26.91666667,211.6782569,32.03005275,80.53042346,269.1666667
3240,16.59040074,2.65029721,6.393866446,27,165.9040074,26.5029721,63.93866446,270
3250,16.59040074,2.65029721,6.393866446,27.08333333,165.9040074,26.5029721,63.93866446,270.8333333
3260,16.59040074,2.65029721,6.393866446,27.16666667,165.9040074,26.5029721,63.93866446,271.6666667
3270,14.32673092,2.554923103,5.472175038,27.25,143.2673092,25.54923103,54.72175038,272.5
3280,14.32673092,2.554923103,5.472175038,27.33333333,143.2673092,25.54923103,54.72175038,273.3333333
3290,14.32673092,2.554923103,5.472175038,27.41666667,143.2673092,25.54923103,54.72175038,274.1666667
3300,16.66519964,3.734943331,7.463893578,27.5,166.6519964,37.34943331,74.63893578,275
3310,16.66519964,3.734943331,7.463893578,27.58333333,166.6519964,37.34943331,74.63893578,275.8333333
3320,16.66519964,3.734943331,7.463893578,27.66666667,166.6519964,37.34943331,74.63893578,276.6666667
3330,14.75796808,2.078683008,4.483622877,27.75,147.5796808,20.78683008,44.83622877,277.5
3340,14.75796808,2.078683008,4.483622877,27.83333333,147.5796808,20.78683008,44.83622877,278.3333333
3350,14.75796808,2.078683008,4.483622877,27.91666667,147.5796808,20.78683008,44.83622877,279.1666667
3360,12.86451295,1.007809728,5.449149003,28,128.6451295,10.07809728,54.49149003,280
3370,12.86451295,1.007809728,5.449149003,28.08333333,128.6451295,10.07809728,54.49149003,280.8333333
3380,12.86451295,1.007809728,5.449149003,28.16666667,128.6451295,10.07809728,54.49149003,281.6666667
3390,15.46826028,3.917175268,5.209771565,28.25,154.6826028,39.17175268,52.09771565,282.5
3400,15.46826028,3.917175268,5.209771565,28.33333333,154.6826028,39.17175268,52.09771565,283.3333333
3410,15.46826028,3.917175268,5.209771565,28.41666667,154.6826028,39.17175268,52.09771565,284.1666667
3420,15.6691356,3.929173583,6.799584671,28.5,156.691356,39.29173583,67.99584671,285
3430,15.6691356,3.929173583,6.799584671,28.58333333,156.691356,39.29173583,67.99584671,285.8333333
3440,15.6691356,3.929173583,6.799584671,28.66666667,156.691356,39.29173583,67.99584671,286.6666667
3450,15.58675337,2.358530991,4.872167935,28.75,155.8675337,23.58530991,48.72167935,287.5
3460,15.58675337,2.358530991,4.872167935,28.83333333,155.8675337,23.58530991,48.72167935,288.3333333
3470,15.58675337,2.358530991,4.872167935,28.91666667,155.8675337,23.58530991,48.72167935,289.1666667
3480,13.96754403,1.070349553,4.766577937,29,139.6754403,10.70349553,47.66577937,290
3490,13.96754403,1.070349553,4.766577937,29.08333333,139.6754403,10.70349553,47.66577937,290.8333333
3500,13.96754403,1.070349553,4.766577937,29.16666667,139.6754403,10.70349553,47.66577937,291.6666667
3510,7.985821277,0.6612547332,2.197207747,29.25,79.85821277,6.612547332,21.97207747,292.5
3520,7.985821277,0.6612547332,2.197207747,29.33333333,79.85821277,6.612547332,21.97207747,293.3333333
3530,7.985821277,0.6612547332,2.197207747,29.41666667,79.85821277,6.612547332,21.97207747,294.1666667
3540,12.4433958,2.553307491,5.164086835,29.5,124.433958,25.53307491,51.64086835,295
3550,12.4433958,2.553307491,5.164086835,29.58333333,124.433958,25.53307491,51.64086835,295.8333333
3560,12.4433958,2.553307491,5.164086835,29.66666667,124.433958,25.53307491,51.64086835,296.6666667
3570,17.2896957,1.787646874,7.263878138,29.75,172.896957,17.87646874,72.63878138,297.5
3580,17.2896957,1.787646874,7.263878138,29.83333333,172.896957,17.87646874,72.63878138,298.3333333
3590,17.2896957,1.787646874,7.263878138,29.91666667,172.896957,17.87646874,72.63878138,299.1666667
3600,11.68100163,1.725438793,5.279515781,30,116.8100163,17.25438793,52.79515781,300
3610,11.68100163,3.225438793,5.279515781,30.08333333,116.8100163,32.25438793,52.79515781,300.8333333
3620,11.68100163,3.225438793,5.279515781,30.16666667,116.8100163,32.25438793,52.79515781,301.6666667
3630,13.56616062,3.76453583,4.127179449,30.25,135.6616062,37.6453583,41.27179449,302.5
3640,13.56616062,3.76453583,4.127179449,30.33333333,135.6616062,37.6453583,41.27179449,303.3333333
3650,13.56616062,3.76453583,4.127179449,30.41666667,135.6616062,37.6453583,41.27179449,304.1666667
3660,13.83707182,4.413706414,8.400904492,30.5,138.3707182,44.13706414,84.00904492,305
3670,13.83707182,4.413706414,8.400904492,30.58333333,138.3707182,44.13706414,84.00904492,305.8333333
3680,13.83707182,4.413706414,8.400904492,30.66666667,138.3707182,44.13706414,84.00904492,306.6666667
3690,14.17918907,3.97827939,6.335414002,30.75,141.7918907,39.7827939,63.35414002,307.5
3700,14.17918907,3.97827939,6.335414002,30.83333333,141.7918907,39.7827939,63.35414002,308.3333333
3710,14.17918907,3.97827939,6.335414002,30.91666667,141.7918907,39.7827939,63.35414002,309.1666667
3720,12.86521323,4.617225079,6.274820798,31,128.6521323,46.17225079,62.74820798,310
3730,12.86521323,4.617225079,6.274820798,31.08333333,128.6521323,46.17225079,62.74820798,310.8333333
3740,12.86521323,4.617225079,6.274820798,31.16666667,128.6521323,46.17225079,62.74820798,311.6666667
3750,10.90721135,3.146955176,4.009112122,31.25,109.0721135,31.46955176,40.09112122,312.5
3760,10.90721135,3.146955176,4.009112122,31.33333333,109.0721135,31.46955176,40.09112122,313.3333333
3770,10.90721135,3.146955176,4.009112122,31.41666667,109.0721135,31.46955176,40.09112122,314.1666667
3780,10.2181816,2.498697211,3.307878469,31.5,102.181816,24.98697211,33.07878469,315
3790,10.2181816,2.498697211,3.307878469,31.58333333,102.181816,24.98697211,33.07878469,315.8333333
3800,10.2181816,2.498697211,3.307878469,31.66666667,102.181816,24.98697211,33.07878469,316.6666667
3810,13.52918657,3.596827878,5.401882579,31.75,135.2918657,35.96827878,54.01882579,317.5
3820,13.52918657,3.596827878,5.401882579,31.83333333,135.2918657,35.96827878,54.01882579,318.3333333
3830,13.52918657,3.596827878,5.401882579,31.91666667,135.2918657,35.96827878,54.01882579,319.1666667
3840,15.77963116,3.77349149,7.190483937,32,157.7963116,37.7349149,71.90483937,320
3850,15.77963116,3.77349149,7.190483937,32.08333333,157.7963116,37.7349149,71.90483937,320.8333333
3860,15.77963116,3.77349149,7.190483937,32.16666667,157.7963116,37.7349149,71.90483937,321.6666667
3870,15.14178495,2.134480372,11.92535325,32.25,151.4178495,21.34480372,119.2535325,322.5
3880,15.14178495,2.134480372,11.92535325,32.33333333,151.4178495,21.34480372,119.2535325,323.3333333
3890,15.14178495,2.134480372,11.92535325,32.41666667,151.4178495,21.34480372,119.2535325,324.1666667
3900,14.1607606,3.967126705,6.373922479,32.5,141.607606,39.67126705,63.73922479,325
3910,14.1607606,3.967126705,6.373922479,32.58333333,141.607606,39.67126705,63.73922479,325.8333333
3920,14.1607606,3.967126705,6.373922479,32.66666667,141.607606,39.67126705,63.73922479,326.6666667
3930,12.62370905,2.94113992,5.128951078,32.75,126.2370905,29.4113992,51.28951078,327.5
3940,12.62370905,2.94113992,5.128951078,32.83333333,126.2370905,29.4113992,51.28951078,328.3333333
3950,12.62370905,2.94113992,5.128951078,32.91666667,126.2370905,29.4113992,51.28951078,329.1666667
3960,11.59168361,2.480304528,2.989410389,33,115.9168361,24.80304528,29.89410389,330
3970,11.59168361,2.480304528,2.989410389,33.08333333,115.9168361,24.80304528,29.89410389,330.8333333
3980,11.59168361,2.480304528,2.989410389,33.16666667,115.9168361,24.80304528,29.89410389,331.6666667
3990,11.10809775,1.880846229,4.764915799,33.25,111.0809775,18.80846229,47.64915799,332.5
4000,11.10809775,1.880846229,4.764915799,33.33333333,111.0809775,18.80846229,47.64915799,333.3333333
4010,11.10809775,1.880846229,4.764915799,33.41666667,111.0809775,18.80846229,47.64915799,334.1666667
4020,14.0825492,3.399024121,5.901161477,33.5,140.825492,33.99024121,59.01161477,335
4030,14.0825492,3.399024121,5.901161477,33.58333333,140.825492,33.99024121,59.01161477,335.8333333
4040,14.0825492,3.399024121,5.901161477,33.66666667,140.825492,33.99024121,59.01161477,336.6666667
4050,13.16691417,2.430580405,3.527785007,33.75,131.6691417,24.30580405,35.27785007,337.5
4060,13.16691417,2.430580405,3.527785007,33.83333333,131.6691417,24.30580405,35.27785007,338.3333333
4070,13.16691417,2.430580405,3.527785007,33.91666667,131.6691417,24.30580405,35.27785007,339.1666667
4080,16.35133415,3.859498506,4.11039862,34,163.5133415,38.59498506,41.1039862,340
4090,16.35133415,3.859498506,4.11039862,34.08333333,163.5133415,38.59498506,41.1039862,340.8333333
4100,16.35133415,3.859498506,4.11039862,34.16666667,163.5133415,38.59498506,41.1039862,341.6666667
4110,17.84657175,4.168068975,3.133314575,34.25,178.4657175,41.68068975,31.33314575,342.5
4120,17.84657175,4.168068975,3.133314575,34.33333333,178.4657175,41.68068975,31.33314575,343.3333333
4130,17.84657175,4.168068975,3.133314575,34.41666667,178.4657175,41.68068975,31.33314575,344.1666667
4140,16.89428693,4.132172893,8.414173762,34.5,168.9428693,41.32172893,84.14173762,345
4150,16.89428693,4.132172893,8.414173762,34.58333333,168.9428693,41.32172893,84.14173762,345.8333333
4160,16.89428693,4.132172893,8.414173762,34.66666667,168.9428693,41.32172893,84.14173762,346.6666667
4170,13.50045023,3.930962025,8.728547796,34.75,135.0045023,39.30962025,87.28547796,347.5
4180,13.50045023,3.930962025,8.728547796,34.83333333,135.0045023,39.30962025,87.28547796,348.3333333
4190,13.50045023,3.930962025,8.728547796,34.91666667,135.0045023,39.30962025,87.28547796,349.1666667
4200,15.64711036,3.508339318,8.197017681,35,156.4711036,35.08339318,81.97017681,350
4210,15.64711036,3.508339318,8.197017681,35.08333333,156.4711036,35.08339318,81.97017681,350.8333333
4220,15.64711036,3.508339318,8.197017681,35.16666667,156.4711036,35.08339318,81.97017681,351.6666667
4230,13.95862556,3.240304845,5.696063697,35.25,139.5862556,32.40304845,56.96063697,352.5
4240,13.95862556,3.240304845,5.696063697,35.33333333,139.5862556,32.40304845,56.96063697,353.3333333
4250,13.95862556,3.240304845,5.696063697,35.41666667,139.5862556,32.40304845,56.96063697,354.1666667
4260,16.95933872,2.952392137,5.982307462,35.5,169.5933872,29.52392137,59.82307462,355
4270,16.95933872,2.952392137,5.982307462,35.58333333,169.5933872,29.52392137,59.82307462,355.8333333
4280,16.95933872,2.952392137,5.982307462,35.66666667,169.5933872,29.52392137,59.82307462,356.6666667
4290,17.94976925,3.386187839,5.786561988,35.75,179.4976925,33.86187839,57.86561988,357.5
4300,17.94976925,3.386187839,5.786561988,35.83333333,179.4976925,33.86187839,57.86561988,358.3333333
4310,17.94976925,3.386187839,5.786561988,35.91666667,179.4976925,33.86187839,57.86561988,359.1666667
4320,13.62554811,4.078894006,6.007349144,36,136.2554811,40.78894006,60.07349144,360
4330,13.62554811,4.078894006,6.007349144,36.08333333,136.2554811,40.78894006,60.07349144,360.8333333
4340,13.62554811,4.078894006,6.007349144,36.16666667,136.2554811,40.78894006,60.07349144,361.6666667
4350,22.32577479,3.750388916,5.441670397,36.25,223.2577479,37.50388916,54.41670397,362.5
4360,22.32577479,3.750388916,5.441670397,36.33333333,223.2577479,37.50388916,54.41670397,363.3333333
4370,22.32577479,3.750388916,5.441670397,36.41666667,223.2577479,37.50388916,54.41670397,364.1666667
4380,17.24513383,5.54592274,7.602993764,36.5,172.4513383,55.4592274,76.02993764,365
4390,17.24513383,5.54592274,7.602993764,36.58333333,172.4513383,55.4592274,76.02993764,365.8333333
4400,17.24513383,5.54592274,7.602993764,36.66666667,172.4513383,55.4592274,76.02993764,366.6666667
4410,16.96544677,4.384192219,6.637006677,36.75,169.6544677,43.84192219,66.37006677,367.5
4420,16.96544677,4.384192219,6.637006677,36.83333333,169.6544677,43.84192219,66.37006677,368.3333333
4430,16.96544677,4.384192219,6.637006677,36.91666667,169.6544677,43.84192219,66.37006677,369.1666667
4440,16.07583563,2.384727801,6.340174655,37,160.7583563,23.84727801,63.40174655,370
4450,16.07583563,2.384727801,6.340174655,37.08333333,160.7583563,23.84727801,63.40174655,370.8333333
4460,16.07583563,2.384727801,6.340174655,37.16666667,160.7583563,23.84727801,63.40174655,371.6666667
4470,18.18121556,5.048171177,4.612853432,37.25,181.8121556,50.48171177,46.12853432,372.5
4480,18.18121556,5.048171177,4.612853432,37.33333333,181.8121556,50.48171177,46.12853432,373.3333333
4490,18.18121556,5.048171177,4.612853432,37.41666667,181.8121556,50.48171177,46.12853432,374.1666667
4500,19.96421014,3.816569098,6.629952488,37.5,199.6421014,38.16569098,66.29952488,375
4510,19.96421014,3.816569098,6.629952488,37.58333333,199.6421014,38.16569098,66.29952488,375.8333333
4520,19.96421014,3.816569098,6.629952488,37.66666667,199.6421014,38.16569098,66.29952488,376.6666667
4530,16.34488835,3.549501518,5.753461609,37.75,163.4488835,35.49501518,57.53461609,377.5
4540,16.34488835,3.549501518,5.753461609,37.83333333,163.4488835,35.49501518,57.53461609,378.3333333
4550,16.34488835,3.549501518,5.753461609,37.91666667,163.4488835,35.49501518,57.53461609,379.1666667
4560,13.78518756,3.681714746,6.267914546,38,137.8518756,36.81714746,62.67914546,380
4570,13.78518756,3.681714746,6.267914546,38.08333333,137.8518756,36.81714746,62.67914546,380.8333333
4580,13.78518756,3.681714746,6.267914546,38.16666667,137.8518756,36.81714746,62.67914546,381.6666667
4590,11.81737212,3.599754046,3.601761591,38.25,118.1737212,35.99754046,36.01761591,382.5
4600,11.81737212,3.599754046,3.601761591,38.33333333,118.1737212,35.99754046,36.01761591,383.3333333
4610,11.81737212,3.599754046,3.601761591,38.41666667,118.1737212,35.99754046,36.01761591,384.1666667
4620,13.20522627,2.513181828,3.535056852,38.5,132.0522627,25.13181828,35.35056852,385
4630,13.20522627,2.513181828,3.535056852,38.58333333,132.0522627,25.13181828,35.35056852,385.8333333
4640,13.20522627,2.513181828,3.535056852,38.66666667,132.0522627,25.13181828,35.35056852,386.6666667
4650,19.57110019,4.635689984,7.028523503,38.75,195.7110019,46.35689984,70.28523503,387.5
4660,19.57110019,4.635689984,7.028523503,38.83333333,195.7110019,46.35689984,70.28523503,388.3333333
4670,19.57110019,4.635689984,7.028523503,38.91666667,195.7110019,46.35689984,70.28523503,389.1666667
4680,17.50917224,4.536728262,6.706464062,39,175.0917224,45.36728262,67.06464062,390
4690,17.50917224,4.536728262,6.706464062,39.08333333,175.0917224,45.36728262,67.06464062,390.8333333
4700,17.50917224,4.536728262,6.706464062,39.16666667,175.0917224,45.36728262,67.06464062,391.6666667
4710,13.60775168,2.151492667,5.760211789,39.25,136.0775168,21.51492667,57.60211789,392.5
4720,13.60775168,2.151492667,5.760211789,39.33333333,136.0775168,21.51492667,57.60211789,393.3333333
4730,13.60775168,2.151492667,5.760211789,39.41666667,136.0775168,21.51492667,57.60211789,394.1666667
4740,24.43384173,4.227160825,8.767861479,39.5,244.3384173,42.27160825,87.67861479,395
4750,24.43384173,4.227160825,8.767861479,39.58333333,244.3384173,42.27160825,87.67861479,395.8333333
4760,24.43384173,4.227160825,8.767861479,39.66666667,244.3384173,42.27160825,87.67861479,396.6666667
4770,25.33821972,4.429440772,7.753298111,39.75,253.3821972,44.29440772,77.53298111,397.5
4780,25.33821972,4.429440772,7.753298111,39.83333333,253.3821972,44.29440772,77.53298111,398.3333333
4790,25.33821972,4.429440772,7.753298111,39.91666667,253.3821972,44.29440772,77.53298111,399.1666667
4800,20.03069123,7.132975275,6.591628687,40,200.3069123,71.32975275,65.91628687,400
4810,20.03069123,7.132975275,6.591628687,40.08333333,200.3069123,71.32975275,65.91628687,400.8333333
4820,20.03069123,7.132975275,6.591628687,40.16666667,200.3069123,71.32975275,65.91628687,401.6666667
4830,19.72171711,2.798986149,9.340596666,40.25,197.2171711,27.98986149,93.40596666,402.5
4840,19.72171711,2.798986149,9.340596666,40.33333333,197.2171711,27.98986149,93.40596666,403.3333333
4850,19.72171711,2.798986149,9.340596666,40.41666667,197.2171711,27.98986149,93.40596666,404.1666667
4860,17.3960657,3.191928872,9.048351971,40.5,173.960657,31.91928872,90.48351971,405
4870,17.3960657,3.191928872,9.048351971,40.58333333,173.960657,31.91928872,90.48351971,405.8333333
4880,17.3960657,3.191928872,9.048351971,40.66666667,173.960657,31.91928872,90.48351971,406.6666667
4890,15.28415543,3.342567677,7.836251528,40.75,152.8415543,33.42567677,78.36251528,407.5
4900,15.28415543,3.342567677,7.836251528,40.83333333,152.8415543,33.42567677,78.36251528,408.3333333
4910,15.28415543,3.342567677,7.836251528,40.91666667,152.8415543,33.42567677,78.36251528,409.1666667
4920,10.82426189,6.457263642,6.830251285,41,108.2426189,64.57263642,68.30251285,410
4930,10.82426189,6.457263642,6.830251285,41.08333333,108.2426189,64.57263642,68.30251285,410.8333333
4940,10.82426189,6.457263642,6.830251285,41.16666667,108.2426189,64.57263642,68.30251285,411.6666667
4950,10.95009323,4.952878003,6.309134678,41.25,109.5009323,49.52878003,63.09134678,412.5
4960,10.95009323,4.952878003,6.309134678,41.33333333,109.5009323,49.52878003,63.09134678,413.3333333
4970,10.95009323,4.952878003,6.309134678,41.41666667,109.5009323,49.52878003,63.09134678,414.1666667
4980,7.947443004,1.744213003,7.5545171,41.5,79.47443004,17.44213003,75.545171,415
4990,7.947443004,1.744213003,7.5545171,41.58333333,79.47443004,17.44213003,75.545171,415.8333333
5000,7.947443004,1.744213003,7.5545171,41.66666667,79.47443004,17.44213003,75.545171,416.6666667
5010,9.031214757,1.85149278,6.345801139,41.75,90.31214757,18.5149278,63.45801139,417.5
5020,9.031214757,1.85149278,6.345801139,41.83333333,90.31214757,18.5149278,63.45801139,418.3333333
5030,9.031214757,1.85149278,6.345801139,41.91666667,90.31214757,18.5149278,63.45801139,419.1666667
5040,10.98545682,1.97084858,6.66390008,42,109.8545682,19.7084858,66.6390008,420
5050,10.98545682,1.97084858,6.66390008,42.08333333,109.8545682,19.7084858,66.6390008,420.8333333
5060,10.98545682,1.97084858,6.66390008,42.16666667,109.8545682,19.7084858,66.6390008,421.6666667
5070,10.81121529,2.295893885,5.00979726,42.25,108.1121529,22.95893885,50.0979726,422.5
5080,10.81121529,2.295893885,5.00979726,42.33333333,108.1121529,22.95893885,50.0979726,423.3333333
5090,10.81121529,2.295893885,5.00979726,42.41666667,108.1121529,22.95893885,50.0979726,424.1666667
5100,9.381011755,1.490662163,6.873261902,42.5,93.81011755,14.90662163,68.73261902,425
5110,9.381011755,1.490662163,6.873261902,42.58333333,93.81011755,14.90662163,68.73261902,425.8333333
5120,9.381011755,1.490662163,6.873261902,42.66666667,93.81011755,14.90662163,68.73261902,426.6666667
5130,9.993499329,1.718344258,4.44805707,42.75,99.93499329,17.18344258,44.4805707,427.5
5140,9.993499329,1.718344258,4.44805707,42.83333333,99.93499329,17.18344258,44.4805707,428.3333333
5150,9.993499329,1.718344258,4.44805707,42.91666667,99.93499329,17.18344258,44.4805707,429.1666667
5160,13.75846941,1.407803512,9.132813732,43,137.5846941,14.07803512,91.32813732,430
5170,13.75846941,1.407803512,9.132813732,43.08333333,137.5846941,14.07803512,91.32813732,430.8333333
5180,13.75846941,1.407803512,9.132813732,43.16666667,137.5846941,14.07803512,91.32813732,431.6666667
5190,10.94801815,2.086418724,4.665337627,43.25,109.4801815,20.86418724,46.65337627,432.5
5200,10.94801815,2.086418724,4.665337627,43.33333333,109.4801815,20.86418724,46.65337627,433.3333333
5210,10.94801815,2.086418724,4.665337627,43.41666667,109.4801815,20.86418724,46.65337627,434.1666667
5220,6.10434158,1.586013281,6.214673766,43.5,61.0434158,15.86013281,62.14673766,435
5230,6.10434158,1.586013281,6.214673766,43.58333333,61.0434158,15.86013281,62.14673766,435.8333333
5240,6.10434158,1.586013281,6.214673766,43.66666667,61.0434158,15.86013281,62.14673766,436.6666667
5250,8.684419439,1.568905904,3.808395462,43.75,86.84419439,15.68905904,38.08395462,437.5
5260,8.684419439,1.568905904,3.808395462,43.83333333,86.84419439,15.68905904,38.08395462,438.3333333
5270,8.684419439,1.568905904,3.808395462,43.91666667,86.84419439,15.68905904,38.08395462,439.1666667
5280,12.02667215,1.592776484,5.185394287,44,120.2667215,15.92776484,51.85394287,440
5290,12.02667215,1.592776484,5.185394287,44.08333333,120.2667215,15.92776484,51.85394287,440.8333333
5300,12.02667215,1.592776484,5.185394287,44.16666667,120.2667215,15.92776484,51.85394287,441.6666667
5310,12.27661921,2.171034834,9.602960111,44.25,122.7661921,21.71034834,96.02960111,442.5
5320,12.27661921,2.171034834,9.602960111,44.33333333,122.7661921,21.71034834,96.02960111,443.3333333
5330,12.27661921,2.171034834,9.602960111,44.41666667,122.7661921,21.71034834,96.02960111,444.1666667
5340,12.33655253,1.703535956,7.550594375,44.5,123.3655253,17.03535956,75.50594375,445
5350,12.33655253,1.703535956,7.550594375,44.58333333,123.3655253,17.03535956,75.50594375,445.8333333
5360,12.33655253,1.703535956,7.550594375,44.66666667,123.3655253,17.03535956,75.50594375,446.6666667
5370,13.70485579,1.684895832,6.984634816,44.75,137.0485579,16.84895832,69.84634816,447.5
5380,13.70485579,1.684895832,6.984634816,44.83333333,137.0485579,16.84895832,69.84634816,448.3333333
5390,13.70485579,1.684895832,6.984634816,44.91666667,137.0485579,16.84895832,69.84634816,449.1666667
5400,15.77244079,1.874786106,11.58114483,45,157.7244079,18.74786106,115.8114483,450
5410,15.77244079,1.874786106,11.58114483,45.08333333,157.7244079,18.74786106,115.8114483,450.8333333
5420,15.77244079,1.874786106,11.58114483,45.16666667,157.7244079,18.74786106,115.8114483,451.6666667
5430,14.44333587,2.211609236,8.916445859,45.25,144.4333587,22.11609236,89.16445859,452.5
5440,14.44333587,2.211609236,8.916445859,45.33333333,144.4333587,22.11609236,89.16445859,453.3333333
5450,14.44333587,2.211609236,8.916445859,45.41666667,144.4333587,22.11609236,89.16445859,454.1666667
5460,11.52483114,1.81089034,4.75891783,45.5,115.2483114,18.1089034,47.5891783,455
5470,11.52483114,1.81089034,4.75891783,45.58333333,115.2483114,18.1089034,47.5891783,455.8333333
5480,11.52483114,1.81089034,4.75891783,45.66666667,115.2483114,18.1089034,47.5891783,456.6666667
5490,13.14389672,1.415429368,8.473548346,45.75,131.4389672,14.15429368,84.73548346,457.5
5500,13.14389672,1.415429368,8.473548346,45.83333333,131.4389672,14.15429368,84.73548346,458.3333333
5510,13.14389672,1.415429368,8.473548346,45.91666667,131.4389672,14.15429368,84.73548346,459.1666667
5520,9.710060573,1.41879312,6.663507194,46,97.10060573,14.1879312,66.63507194,460
5530,9.710060573,1.41879312,6.663507194,46.08333333,97.10060573,14.1879312,66.63507194,460.8333333
5540,9.710060573,1.41879312,6.663507194,46.16666667,97.10060573,14.1879312,66.63507194,461.6666667
5550,14.27208515,0.6246714078,6.720499021,46.25,142.7208515,6.246714078,67.20499021,462.5
5560,14.27208515,0.6246714078,6.720499021,46.33333333,142.7208515,6.246714078,67.20499021,463.3333333
5570,14.27208515,0.6246714078,6.720499021,46.41666667,142.7208515,6.246714078,67.20499021,464.1666667
5580,8.790993695,0.8027108533,7.22409845,46.5,87.90993695,8.027108533,72.2409845,465
5590,8.790993695,0.8027108533,7.22409845,46.58333333,87.90993695,8.027108533,72.2409845,465.8333333
5600,8.790993695,0.8027108533,7.22409845,46.66666667,87.90993695,8.027108533,72.2409845,466.6666667
5610,5.515908439,1.16892293,2.962986743,46.75,55.15908439,11.6892293,29.62986743,467.5
5620,5.515908439,1.16892293,2.962986743,46.83333333,55.15908439,11.6892293,29.62986743,468.3333333
5630,5.515908439,1.16892293,2.962986743,46.91666667,55.15908439,11.6892293,29.62986743,469.1666667
5640,8.233550469,1.552395547,4.843189701,47,82.33550469,15.52395547,48.43189701,470
5650,8.233550469,1.552395547,4.843189701,47.08333333,82.33550469,15.52395547,48.43189701,470.8333333
